,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_alpha_cere,param_alpha_cor,param_lambda_cere,param_lambda_cor,param_rank,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,split10_test_score,split11_test_score,split12_test_score,split13_test_score,split14_test_score,mean_test_score,std_test_score,rank_test_score
0,74.50638308525086,12.363684342498033,0.2739356676737467,0.056527428210371634,4170.22005702574,7203.244944421581,1.1437581734488664,3023.325736318398,5,"{'alpha_cere': 4170.22005702574, 'alpha_cor': 7203.244944421581, 'lambda_cere': 1.1437581734488664, 'lambda_cor': 3023.325736318398, 'rank': 5}",-0.15540360912953424,-0.12657961904292747,-0.12936996616370555,-0.16793822317331095,-0.15531280718218426,-0.13079155795616898,-0.09893080517515392,-0.18320695243592902,-0.1721777243607681,-0.1524005716432737,-0.14753574794693994,-0.09874827341644386,-0.17002033965382474,-0.2028985365369455,-0.11738461822862586,-0.14724662346971573,0.029111954219868542,2
1,66.60160729090373,5.680123917120547,0.31444153785705564,0.07549145740079088,1467.5589181711305,923.385957687978,1862.602123776709,3455.6072804304777,5,"{'alpha_cere': 1467.5589181711305, 'alpha_cor': 923.385957687978, 'lambda_cere': 1862.602123776709, 'lambda_cor': 3455.6072804304777, 'rank': 5}",-0.1554034073279113,-0.12657953973795436,-0.1293698808838927,-0.1679380796463998,-0.1553124117116586,-0.13079151446759693,-0.09893067624562983,-0.18320689047975053,-0.1721772839882939,-0.15240018390051932,-0.14753552326112118,-0.09874802143846079,-0.17001992566813923,-0.2028982560396652,-0.11738390922830404,-0.14724636693501983,0.029111943656153678,1
