,conn_type,model,modelNum,numtessels,atlas,sub,logalpha,Rin,Rout
25,one2one,lasso,1,80,tessels0042,s14,-4.0,0.3168877517032072,0.24126459969472208
26,one2one,WTA,2,80,tessels0042,s14,,0.33114561519045105,0.24934607433366307
27,one2one,ridge,0,80,tessels0042,s15,6.0,0.31339812323068145,0.30550364867039886
28,one2one,lasso,1,80,tessels0042,s15,-4.0,0.3053608062017359,0.2967689669423522
29,one2one,WTA,2,80,tessels0042,s15,,0.32535903798505245,0.32029443761428467
30,one2one,ridge,0,80,tessels0042,s17,6.0,0.30708416970122443,0.2812421952257064
31,one2one,lasso,1,80,tessels0042,s17,-4.0,0.30196518305211967,0.27980768608462564
32,one2one,WTA,2,80,tessels0042,s17,,0.33186680236793065,0.3150132528092464
33,one2one,ridge,0,80,tessels0042,s18,6.0,0.30510364366989884,0.2717229463143891
34,one2one,lasso,1,80,tessels0042,s18,-3.0,0.2996962891089215,0.27487625757509554
35,one2one,WTA,2,80,tessels0042,s18,,0.33151410213010446,0.30836169534862856
36,one2one,ridge,0,80,tessels0042,s19,6.0,0.31890047836026,0.2819484320846771
37,one2one,lasso,1,80,tessels0042,s19,-4.0,0.3088681805189931,0.2731422175518729
38,one2one,WTA,2,80,tessels0042,s19,,0.32861770421998965,0.2915736826537119
39,one2one,ridge,0,80,tessels0042,s20,6.0,0.33090581833642746,0.3117962528492613
40,one2one,lasso,1,80,tessels0042,s20,-4.0,0.31878832581939315,0.29836266271683953
41,one2one,WTA,2,80,tessels0042,s20,,0.3331341909040926,0.312133643008193
42,one2one,ridge,0,80,tessels0042,s21,6.0,0.30996858851229897,0.31801140760979335
43,one2one,lasso,1,80,tessels0042,s21,-3.0,0.2964422299091102,0.3006246765749875
44,one2one,WTA,2,80,tessels0042,s21,,0.3257224871304382,0.3332977396106629
45,one2one,ridge,0,80,tessels0042,s22,6.0,0.30770170533696206,0.2786651833857677
46,one2one,lasso,1,80,tessels0042,s22,-3.0,0.303349835357532,0.28252098517162344
47,one2one,WTA,2,80,tessels0042,s22,,0.33273968371028245,0.31347828629647945
48,one2one,ridge,0,80,tessels0042,s24,6.0,0.32130414517541045,0.30102141892799594
49,one2one,lasso,1,80,tessels0042,s24,-4.0,0.31177472184039745,0.2927772367441186
50,one2one,WTA,2,80,tessels0042,s24,,0.32831043701554186,0.3099948526160739
51,one2one,ridge,0,80,tessels0042,s25,6.0,0.3199938287016523,0.3114907061715191
52,one2one,lasso,1,80,tessels0042,s25,-4.0,0.3134410658933613,0.30110352659585254
53,one2one,WTA,2,80,tessels0042,s25,,0.3331982936411501,0.3236050141318285
54,one2one,ridge,0,80,tessels0042,s26,6.0,0.3210466284040118,0.2980279468661544
55,one2one,lasso,1,80,tessels0042,s26,-4.0,0.3116434826510819,0.29347861103378936
56,one2one,WTA,2,80,tessels0042,s26,,0.3292151006971941,0.31368082406348996
57,one2one,ridge,0,80,tessels0042,s27,6.0,0.3333093912005265,0.30709728591571805
58,one2one,lasso,1,80,tessels0042,s27,-4.0,0.32149617053500246,0.2945942148880114
59,one2one,WTA,2,80,tessels0042,s27,,0.33106693427388306,0.30358258148181955
60,one2one,ridge,0,80,tessels0042,s28,6.0,0.3097607539113723,0.2616613679932264
61,one2one,lasso,1,80,tessels0042,s28,-4.0,0.3031972443198325,0.262242046378842
62,one2one,WTA,2,80,tessels0042,s28,,0.324904903796005,0.2844869036464563
63,one2one,ridge,0,80,tessels0042,s29,6.0,0.32144269439289175,0.3104138296749237
64,one2one,lasso,1,80,tessels0042,s29,-4.0,0.31269982979941463,0.29884606245934414
65,one2one,WTA,2,80,tessels0042,s29,,0.3266481115557273,0.3151315334078319
66,one2one,ridge,0,80,tessels0042,s30,6.0,0.29022486683439636,0.26138719844610386
67,one2one,lasso,1,80,tessels0042,s30,-3.0,0.2945290937479725,0.27775617388946805
68,one2one,WTA,2,80,tessels0042,s30,,0.32943960528471117,0.3120964117963693
69,one2one,ridge,0,80,tessels0042,s31,6.0,0.301514667413343,0.2754542267020339
70,one2one,lasso,1,80,tessels0042,s31,-3.0,0.29912642008949597,0.28163734596925494
71,one2one,WTA,2,80,tessels0042,s31,,0.3276819755402925,0.3093522236217967
72,sparse,ridge,0,80,tessels0042,s02,8.0,0.3372309508267419,0.3112713607991078
73,sparse,lasso,1,80,tessels0042,s02,-4.0,0.30871571481204885,0.2731410214588204
74,sparse,WTA,2,80,tessels0042,s02,,0.2875537155744648,0.2447394764059807
75,sparse,ridge,0,80,tessels0042,s03,8.0,0.34875007147166537,0.3480309452629012
76,sparse,lasso,1,80,tessels0042,s03,-4.0,0.3157548332845671,0.3150619713598149
77,sparse,WTA,2,80,tessels0042,s03,,0.2988337649916483,0.3007697870130156
78,sparse,ridge,0,80,tessels0042,s04,8.0,0.3504985677195994,0.33578506932310376
79,sparse,lasso,1,80,tessels0042,s04,-4.0,0.3184015277045585,0.29822069474212004
80,sparse,WTA,2,80,tessels0042,s04,,0.3111446709423727,0.28251921657837636
81,sparse,ridge,0,80,tessels0042,s06,8.0,0.32963323652129045,0.32095769755621884
82,sparse,lasso,1,80,tessels0042,s06,-4.0,0.3009663490110256,0.2844563877334641
83,sparse,WTA,2,80,tessels0042,s06,,0.2735954751282333,0.25649280671990277
84,sparse,ridge,0,80,tessels0042,s08,8.0,0.3527671941462214,0.3024837600584265
85,sparse,lasso,1,80,tessels0042,s08,-4.0,0.3205237642989549,0.26167948783197487
86,sparse,WTA,2,80,tessels0042,s08,,0.31771321570656125,0.2431271806587988
87,sparse,ridge,0,80,tessels0042,s09,8.0,0.35634309123591135,0.28876979958201304
88,sparse,lasso,1,80,tessels0042,s09,-4.0,0.3260870953096675,0.24059812367182554
89,sparse,WTA,2,80,tessels0042,s09,,0.31940307261752343,0.22112998045335183
90,sparse,ridge,0,80,tessels0042,s10,8.0,0.34726123047722035,0.2897208804249962
91,sparse,lasso,1,80,tessels0042,s10,-4.0,0.317202300057919,0.24974020551599385
92,sparse,WTA,2,80,tessels0042,s10,,0.3019169402542455,0.22347195800559583
93,sparse,ridge,0,80,tessels0042,s12,8.0,0.34911572652989903,0.2937411767069109
94,sparse,lasso,1,80,tessels0042,s12,-4.0,0.3166910067527104,0.25253008016470235
95,sparse,WTA,2,80,tessels0042,s12,,0.2987741788386175,0.22722843847832927
96,sparse,ridge,0,80,tessels0042,s14,8.0,0.3522342409517217,0.23328173749244868
97,sparse,lasso,1,80,tessels0042,s14,-4.0,0.32015710715513207,0.17906229078260058
98,sparse,WTA,2,80,tessels0042,s14,,0.3126609484604613,0.15064281476691435
99,sparse,ridge,0,80,tessels0042,s15,8.0,0.3431826749002396,0.3492187692391834
100,sparse,lasso,1,80,tessels0042,s15,-4.0,0.3096658171186271,0.3177740420644995
101,sparse,WTA,2,80,tessels0042,s15,,0.2953885013415732,0.29810780842816675
102,sparse,ridge,0,80,tessels0042,s17,8.0,0.3297738971584964,0.3122717633116914
103,sparse,lasso,1,80,tessels0042,s17,-4.0,0.30256515588129285,0.2797096489057478
104,sparse,WTA,2,80,tessels0042,s17,,0.2755830833649528,0.2505151133527529
105,sparse,ridge,0,80,tessels0042,s18,8.0,0.3350357548232612,0.3021776391151071
106,sparse,lasso,1,80,tessels0042,s18,-4.0,0.305594787155905,0.2627235937598959
107,sparse,WTA,2,80,tessels0042,s18,,0.27793839653088503,0.23805946700672126
108,sparse,ridge,0,80,tessels0042,s19,8.0,0.34242297578652764,0.3018756287818439
109,sparse,lasso,1,80,tessels0042,s19,-4.0,0.3114080041078277,0.26111125035995103
110,sparse,WTA,2,80,tessels0042,s19,,0.29869794481769124,0.2349790224700544
111,sparse,ridge,0,80,tessels0042,s20,8.0,0.35036231790338723,0.33927955249058483
112,sparse,lasso,1,80,tessels0042,s20,-4.0,0.32060434106549146,0.30577265172753726
113,sparse,WTA,2,80,tessels0042,s20,,0.3159425167760693,0.2951776348322961
114,sparse,ridge,0,80,tessels0042,s21,8.0,0.34003080818859605,0.3809742003555988
115,sparse,lasso,1,80,tessels0042,s21,-4.0,0.30568770411027557,0.35447506844376525
116,sparse,WTA,2,80,tessels0042,s21,,0.29261607680778673,0.3462126142473587
117,sparse,ridge,0,80,tessels0042,s22,8.0,0.3320747022060709,0.30876542152800796
118,sparse,lasso,1,80,tessels0042,s22,-4.0,0.3014162163187938,0.27148668950439747
119,sparse,WTA,2,80,tessels0042,s22,,0.2714647315643038,0.2365653358026566
120,sparse,ridge,0,80,tessels0042,s24,8.0,0.34940142180187345,0.33702016171302623
121,sparse,lasso,1,80,tessels0042,s24,-4.0,0.31758915729874726,0.301068383920806
122,sparse,WTA,2,80,tessels0042,s24,,0.30384861426495147,0.28383216478820256
123,sparse,ridge,0,80,tessels0042,s25,8.0,0.3465727423113667,0.3485687929299531
124,sparse,lasso,1,80,tessels0042,s25,-4.0,0.314991944978353,0.3191519235885535
125,sparse,WTA,2,80,tessels0042,s25,,0.29610087416850844,0.3014005457098057
126,sparse,ridge,0,80,tessels0042,s26,8.0,0.3465219723353169,0.3262379703944497
127,sparse,lasso,1,80,tessels0042,s26,-4.0,0.3163715135488541,0.2934560117453357
128,sparse,WTA,2,80,tessels0042,s26,,0.29945995966210687,0.2719943686545385
129,sparse,ridge,0,80,tessels0042,s27,8.0,0.35454877254889033,0.33134487635251886
130,sparse,lasso,1,80,tessels0042,s27,-4.0,0.32489964543017524,0.29736035358653967
131,sparse,WTA,2,80,tessels0042,s27,,0.31947390008637455,0.2842496775701264
132,sparse,ridge,0,80,tessels0042,s28,8.0,0.3404145298718864,0.2526187906794005
133,sparse,lasso,1,80,tessels0042,s28,-4.0,0.3087183947604334,0.2070289493329541
134,sparse,WTA,2,80,tessels0042,s28,,0.28947934957287585,0.1801822339713895
135,sparse,ridge,0,80,tessels0042,s29,8.0,0.35090716604199895,0.3568607957931049
136,sparse,lasso,1,80,tessels0042,s29,-4.0,0.3211305079782518,0.32741070274965944
137,sparse,WTA,2,80,tessels0042,s29,,0.3052946770396541,0.3138066871302385
138,sparse,ridge,0,80,tessels0042,s30,8.0,0.3194715086839308,0.29579917434544145
139,sparse,lasso,1,80,tessels0042,s30,-4.0,0.2930299153106498,0.2580932402373389
140,sparse,WTA,2,80,tessels0042,s30,,0.25891434658904217,0.21762336682571515
141,sparse,ridge,0,80,tessels0042,s31,8.0,0.33352026530760254,0.30009006800102406
142,sparse,lasso,1,80,tessels0042,s31,-4.0,0.2992998490568017,0.2612301477555346
143,sparse,WTA,2,80,tessels0042,s31,,0.272317650401823,0.228053604467019
144,normal,ridge,0,80,tessels0042,s02,6.0,0.29285828096721633,0.2696860041671103
145,normal,lasso,1,80,tessels0042,s02,-4.0,0.2741419539706906,0.24180709432725198
146,normal,WTA,2,80,tessels0042,s02,,0.17867992749795372,0.13951541589804653
147,normal,ridge,0,80,tessels0042,s03,6.0,0.3015130774764447,0.2750890112270744
148,normal,lasso,1,80,tessels0042,s03,-4.0,0.2834192480180618,0.25210238446511496
149,normal,WTA,2,80,tessels0042,s03,,0.18062132761104566,0.15310331453719425
150,normal,ridge,0,80,tessels0042,s04,6.0,0.30435214531231836,0.27610352504426733
151,normal,lasso,1,80,tessels0042,s04,-4.0,0.28491383605081566,0.24885216511893288
152,normal,WTA,2,80,tessels0042,s04,,0.18811743707568687,0.15209736591730566
153,normal,ridge,0,80,tessels0042,s06,6.0,0.30216306260015013,0.2749905017748466
154,normal,lasso,1,80,tessels0042,s06,-4.0,0.28469564585805285,0.24769607647159977
155,normal,WTA,2,80,tessels0042,s06,,0.18076215453807107,0.1523144629772525
156,normal,ridge,0,80,tessels0042,s08,6.0,0.3108182721982686,0.2845843268274092
157,normal,lasso,1,80,tessels0042,s08,-4.0,0.29199418149224937,0.2564736544257496
158,normal,WTA,2,80,tessels0042,s08,,0.19674523902226956,0.16512167738962608
159,normal,ridge,0,80,tessels0042,s09,6.0,0.31097927546843007,0.2885500962618533
160,normal,lasso,1,80,tessels0042,s09,-4.0,0.2929098413584494,0.2613254198361804
161,normal,WTA,2,80,tessels0042,s09,,0.2073610258578066,0.16424197816638433
162,normal,ridge,0,80,tessels0042,s10,6.0,0.30143593308097605,0.2801239065790747
163,normal,lasso,1,80,tessels0042,s10,-4.0,0.28414552154318906,0.2548350148972914
164,normal,WTA,2,80,tessels0042,s10,,0.18407522032822732,0.15951044303499726
165,normal,ridge,0,80,tessels0042,s12,6.0,0.3012118602784666,0.27778847916979016
166,normal,lasso,1,80,tessels0042,s12,-4.0,0.282410213055039,0.25020209403569477
167,normal,WTA,2,80,tessels0042,s12,,0.18096591022402533,0.15183982911819824
168,normal,ridge,0,80,tessels0042,s14,6.0,0.3070296119387991,0.25184565150540306
169,normal,lasso,1,80,tessels0042,s14,-4.0,0.2886994216694221,0.2099974480155819
170,normal,WTA,2,80,tessels0042,s14,,0.19251405805440416,0.12377609240379385
171,normal,ridge,0,80,tessels0042,s15,6.0,0.2995613491577775,0.2867851145318778
172,normal,lasso,1,80,tessels0042,s15,-4.0,0.27941197594667017,0.26160728927737414
173,normal,WTA,2,80,tessels0042,s15,,0.17172248777278912,0.15622356207062416
174,normal,ridge,0,80,tessels0042,s17,6.0,0.2911509191252152,0.27588603408430223
175,normal,lasso,1,80,tessels0042,s17,-4.0,0.272378881609147,0.2498735839724445
176,normal,WTA,2,80,tessels0042,s17,,0.1760246355095302,0.14835970670123455
177,normal,ridge,0,80,tessels0042,s18,6.0,0.289424660219906,0.26330620470077704
178,normal,lasso,1,80,tessels0042,s18,-4.0,0.2699932832525484,0.23400798807050932
179,normal,WTA,2,80,tessels0042,s18,,0.16855483780848265,0.13293526671343076
180,normal,ridge,0,80,tessels0042,s19,6.0,0.30169922960949036,0.278721004859192
181,normal,lasso,1,80,tessels0042,s19,-4.0,0.2853171451206942,0.2535299942247726
182,normal,WTA,2,80,tessels0042,s19,,0.18409824484781914,0.15637682983591308
183,normal,ridge,0,80,tessels0042,s20,6.0,0.3069114937009265,0.2881255889290625
184,normal,lasso,1,80,tessels0042,s20,-4.0,0.2905356202279793,0.26428670653068675
185,normal,WTA,2,80,tessels0042,s20,,0.19320062879169886,0.17736167514588325
186,normal,ridge,0,80,tessels0042,s21,6.0,0.29442620804027286,0.2828603949308765
187,normal,lasso,1,80,tessels0042,s21,-4.0,0.2748812977996656,0.25934334390433567
188,normal,WTA,2,80,tessels0042,s21,,0.16697994312633235,0.15701468030141866
189,normal,ridge,0,80,tessels0042,s22,6.0,0.2978952876112502,0.2705877367395549
190,normal,lasso,1,80,tessels0042,s22,-4.0,0.2763527259229122,0.2439441853858881
191,normal,WTA,2,80,tessels0042,s22,,0.17255458455181782,0.13932634651330492
192,normal,ridge,0,80,tessels0042,s24,6.0,0.3031311391241627,0.2835036881346551
193,normal,lasso,1,80,tessels0042,s24,-4.0,0.284947089183152,0.2590732756369652
194,normal,WTA,2,80,tessels0042,s24,,0.1821171407713927,0.16318608087301886
195,normal,ridge,0,80,tessels0042,s25,6.0,0.29798544084080475,0.2869577175831693
196,normal,lasso,1,80,tessels0042,s25,-4.0,0.2817801157610969,0.2622816199969053
197,normal,WTA,2,80,tessels0042,s25,,0.17936272171391185,0.16670424713281695
198,normal,ridge,0,80,tessels0042,s26,6.0,0.3005945287403069,0.28424719903587603
199,normal,lasso,1,80,tessels0042,s26,-4.0,0.28128223527618973,0.2612264020958596
200,normal,WTA,2,80,tessels0042,s26,,0.17753208046184724,0.15626664368757195
201,normal,ridge,0,80,tessels0042,s27,6.0,0.31495753798082654,0.2927607439563911
202,normal,lasso,1,80,tessels0042,s27,-4.0,0.29868108832907025,0.2698270921074515
203,normal,WTA,2,80,tessels0042,s27,,0.20866176725875668,0.18500927727302638
204,normal,ridge,0,80,tessels0042,s28,6.0,0.2979764094268911,0.2651861836795242
205,normal,lasso,1,80,tessels0042,s28,-4.0,0.27904160315542165,0.23662407859026474
206,normal,WTA,2,80,tessels0042,s28,,0.17729812820897534,0.13664685616692096
207,normal,ridge,0,80,tessels0042,s29,6.0,0.30649193218533083,0.28609904592929786
208,normal,lasso,1,80,tessels0042,s29,-4.0,0.2890559878332136,0.2635767434284244
209,normal,WTA,2,80,tessels0042,s29,,0.18643643440675556,0.17442478032727488
210,normal,ridge,0,80,tessels0042,s30,6.0,0.286655770402257,0.2534007009786309
211,normal,lasso,1,80,tessels0042,s30,-4.0,0.26663055122323626,0.22272864491746014
212,normal,WTA,2,80,tessels0042,s30,,0.16310725993786465,0.12340793592399524
213,normal,ridge,0,80,tessels0042,s31,6.0,0.29154207925509723,0.2717434506283685
214,normal,lasso,1,80,tessels0042,s31,-4.0,0.2726756470246394,0.24199381711913562
215,normal,WTA,2,80,tessels0042,s31,,0.16423582647997653,0.14070942672374748
